Designator,Mid X,Mid Y,Rotation,Layer
R1,101.195971,-58.488935,180.0,bottom
R2,78.898475,-69.329743,180.0,top
U1,84.648475,-47.773301,90.0,top
U2,70.239695,-50.273622,0.0,top
